filename,class,split,source_path
rechargeable-battery-2048px-5963-2x1-1.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\rechargeable-battery-2048px-5963-2x1-1.jpg
Cutaway-view-dioxide-power-cell.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\Cutaway-view-dioxide-power-cell.jpg
1-s2.0-S2666016421000268-ga1.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\1-s2.0-S2666016421000268-ga1.jpg
EG-BA-LR20-01_hires_photo---dea0b151-d0a5-4bac-9036-259aa2110a20.JPG.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\EG-BA-LR20-01_hires_photo---dea0b151-d0a5-4bac-9036-259aa2110a20.JPG.jpg
alkaline-batteries-for-recyling.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\alkaline-batteries-for-recyling.jpg
battery-types-and-sizes.jpg.webp,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\battery-types-and-sizes.jpg.webp
common-alkaline-battery-sizes.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\common-alkaline-battery-sizes.jpg
creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png
800px-Alkali_battery_5.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\800px-Alkali_battery_5.jpg
Different-Types-of-Batteries.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\Different-Types-of-Batteries.jpg
Screen-Shot-2021-07-20-at-10.37.08-AM.png,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\Screen-Shot-2021-07-20-at-10.37.08-AM.png
Types-of-Batteries.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\Types-of-Batteries.jpg
lithium-vs-alkaline-batteries-where-the-differences-and-which-is-better.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\lithium-vs-alkaline-batteries-where-the-differences-and-which-is-better.jpg
sciadv.abm2422-f1.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\sciadv.abm2422-f1.jpg
Alkaline-Battery-vs-Lithium-Battery.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\Alkaline-Battery-vs-Lithium-Battery.jpg
rechargeable-battery-2048px-5925.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\rechargeable-battery-2048px-5925.jpg
collected-to-take-to-be-recycled-rather-than-be-dumped-into-landfill-2GDCM0M.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\collected-to-take-to-be-recycled-rather-than-be-dumped-into-landfill-2GDCM0M.jpg
Types-of-Batteries-1.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\Types-of-Batteries-1.jpg
alkaline-battery_en.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\alkaline-battery_en.jpg
1-s2.0-S0892687521004477-ga1.jpg,batteries,train,C:\Users\GAME\Documents\GitHub\Waste\data\Hazardous\Hazardous\batteries\1-s2.0-S0892687521004477-ga1.jpg
imgbin-beer-recycling-bottle-beverage-can-waste-container-n16Eb9uEgizMUQNdZ2pyKAidT.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\imgbin-beer-recycling-bottle-beverage-can-waste-container-n16Eb9uEgizMUQNdZ2pyKAidT.jpg
ith-water-drops-metallic-cans-for-beer-soda-lemonade-juice-energy-1271352472.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\ith-water-drops-metallic-cans-for-beer-soda-lemonade-juice-energy-1271352472.jpg
best-progresso-soup-flavors.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\best-progresso-soup-flavors.jpg
MPE20-20Can20Logistics20benefits.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\MPE20-20Can20Logistics20benefits.jpg
steel-food-tin-can-on-white-background-BEG7A4.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\steel-food-tin-can-on-white-background-BEG7A4.jpg
up-photo-such-as-gumbo-soup-green-olives-original-decoration-store-215048708.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\up-photo-such-as-gumbo-soup-green-olives-original-decoration-store-215048708.jpg
360_F_525404454_VwozPoWGiIQk1eaqQVJ0ypygpe2RATMd.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\360_F_525404454_VwozPoWGiIQk1eaqQVJ0ypygpe2RATMd.jpg
Al-Cans-1024x768.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\Al-Cans-1024x768.jpg
andy-warhol-campbells-soup-can-p6n2ahitn7by8xzm9ejbqveo3bossv8zcpihwi57pw.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\andy-warhol-campbells-soup-can-p6n2ahitn7by8xzm9ejbqveo3bossv8zcpihwi57pw.jpg
Canned-Foods.jpeg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\Canned-Foods.jpeg
beer-can-scrap.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\beer-can-scrap.jpg
garbage-tin-can-icon-cartoon-style-vector-27372731.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\garbage-tin-can-icon-cartoon-style-vector-27372731.jpg
Campbells-WarholCans-scaled.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\Campbells-WarholCans-scaled.jpg
aluminum-can-recycling.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\aluminum-can-recycling.jpg
shutterstock_1059823553-scaled.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\shutterstock_1059823553-scaled.jpg
metal-tin-can-isolated-food-lying-its-side-composition-over-white-background-74439654.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\metal-tin-can-isolated-food-lying-its-side-composition-over-white-background-74439654.jpg
republic-february-26-2017-energy-drinks-cans-from-czech-supermarkets-ostrava.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\republic-february-26-2017-energy-drinks-cans-from-czech-supermarkets-ostrava.jpg
can-lifecycle.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\can-lifecycle.png
IMG_0800.jpeg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\IMG_0800.jpeg
can-1957735_1920.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\can-1957735_1920.jpg
aluminum-cans.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\aluminum-cans.jpg
png-transparent-fizzy-drinks-aluminum-can-sprite-coca-cola-jarritos-sprite-recycling-waste-cola.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\png-transparent-fizzy-drinks-aluminum-can-sprite-coca-cola-jarritos-sprite-recycling-waste-cola.png
ns-to-be-used-for-storage-of-products-are-being-displayed-in-the-expo-RXCE9N.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\ns-to-be-used-for-storage-of-products-are-being-displayed-in-the-expo-RXCE9N.jpg
recycle-aluminum-metal-crushed-can-waste-background_293060-14712.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\recycle-aluminum-metal-crushed-can-waste-background_293060-14712.jpg
Blog_02.21.2017.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\Blog_02.21.2017.jpg
steel-food-cans-3-piece-tinplate-cans-for-food-three-piece.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\steel-food-cans-3-piece-tinplate-cans-for-food-three-piece.jpg
product-roundup_cannedfood.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\product-roundup_cannedfood.jpg
metal-cans-for-recycling.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\metal-cans-for-recycling.jpg
recycling-process-soda-cans-after-rinse.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\recycling-process-soda-cans-after-rinse.jpg
EWG-report-reveals-brands-using-BPA-in-canned-food.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\EWG-report-reveals-brands-using-BPA-in-canned-food.jpg
81dt8D3rCiL._AC_UF10001000_QL80_.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\81dt8D3rCiL._AC_UF10001000_QL80_.jpg
596eff58-ab51-4fb7-a35b-94d5158d0ed9-cream-brocolli-soup.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\596eff58-ab51-4fb7-a35b-94d5158d0ed9-cream-brocolli-soup.jpg
hpm_0000_0002_0_img0010.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\hpm_0000_0002_0_img0010.jpg
fss-empty-cans.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\fss-empty-cans.jpg
maxresdefault.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\maxresdefault.jpg
ZWB_ANZ_BoxThumbnail_AluminiumCans_bfe1ab62-ced7-47d4-9b8f-251c863db01d_720x.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\ZWB_ANZ_BoxThumbnail_AluminiumCans_bfe1ab62-ced7-47d4-9b8f-251c863db01d_720x.png
85674784.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\85674784.jpg
4-9.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\4-9.png
Bales-of-Crushed-Aluminum-Cans-Awaiting-Recycling-E28093-Photo-West-Boylston-MA-2.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\Bales-of-Crushed-Aluminum-Cans-Awaiting-Recycling-E28093-Photo-West-Boylston-MA-2.jpg
soda-can-white-aluminum-2J8MroE-600.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\soda-can-white-aluminum-2J8MroE-600.jpg
used-cans-recycling-klang-malaysia-may-separated-various-drinks-71794871.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\used-cans-recycling-klang-malaysia-may-separated-various-drinks-71794871.jpg
How-Much-Energy-Does-Recycling-One-Aluminum-Can-Save.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\How-Much-Energy-Does-Recycling-One-Aluminum-Can-Save.jpg
85150095-small.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\85150095-small.jpg
website2.0.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\website2.0.png
Which-metals-to-recycle.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\Which-metals-to-recycle.jpg
3_piece_can_new_03.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\3_piece_can_new_03.png
maxresdefault2.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\maxresdefault2.jpg
crushed-aluminium-drinks-cans-in-a-recycling-basket-2A927XT.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\crushed-aluminium-drinks-cans-in-a-recycling-basket-2A927XT.jpg
pngtree-aluminum-cans-crushed-for-recycling-waste-reuse-material-photo-image_902933.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\pngtree-aluminum-cans-crushed-for-recycling-waste-reuse-material-photo-image_902933.jpg
689FD0DE-90E7-4492-BE26174EC02EF19F_source.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\689FD0DE-90E7-4492-BE26174EC02EF19F_source.jpg
New-RepBan_CannedFood_2007.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\New-RepBan_CannedFood_2007.jpg
Beer-and-soda-cans-found-to-have-traces-of-bisphenol-A.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\Beer-and-soda-cans-found-to-have-traces-of-bisphenol-A.png
steel-can-header-inset.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\steel-can-header-inset.jpg
aluminum-cans-in-recycling-kon-tum-vietnam-usage-worldwide-PC54WW.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\aluminum-cans-in-recycling-kon-tum-vietnam-usage-worldwide-PC54WW.jpg
bev-can-by-size.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\bev-can-by-size.png
12-oz-soda-can.png,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\12-oz-soda-can.png
Recycling-saves-money.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\Recycling-saves-money.jpg
aluminum-cans-in-recycling-bin-C3W0CR.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\aluminum-cans-in-recycling-bin-C3W0CR.jpg
img_kaitori02.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\img_kaitori02.jpg
soda_can_1500394689-e1501261207105.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\soda_can_1500394689-e1501261207105.jpg
imageedit_8_7934311890.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\imageedit_8_7934311890.jpg
beverage20drink20cans.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\beverage20drink20cans.jpg
-metallic-can-drink-beer-soda-water-juice-packaging-empty-mock-up-1376178530.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\-metallic-can-drink-beer-soda-water-juice-packaging-empty-mock-up-1376178530.jpg
recycling-bin-full-of-tin-cans-at-the-recycle-collection-center-in-sitka-alaska-usa-2PF5DKJ.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\recycling-bin-full-of-tin-cans-at-the-recycle-collection-center-in-sitka-alaska-usa-2PF5DKJ.jpg
aluminum-beer-cans-with-keys-stock-image_csp9896786.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\aluminum-beer-cans-with-keys-stock-image_csp9896786.jpg
aluminum_materials_picture_ff_web_area.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\aluminum_materials_picture_ff_web_area.jpg
ghows-PJ-3530caa6-cb6f-4a83-e053-0100007f7d97-e82199ad.jpeg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\ghows-PJ-3530caa6-cb6f-4a83-e053-0100007f7d97-e82199ad.jpeg
64667581ef9a05659f8efc9836c51e9a.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\64667581ef9a05659f8efc9836c51e9a.jpg
can-sizes.jpg,cans_all_type,train,C:\Users\GAME\Documents\GitHub\Waste\data\Recyclable\Recyclable\cans_all_type\can-sizes.jpg
